brand_key,n_malls_araneta,n_malls_ayala,n_malls_filinvest,n_malls_fishermall,n_malls_megaworld,n_malls_ortigas,n_malls_robinsons,n_malls_sm,n_malls_starmall,n_malls_waltermart,n_malls_total,n_chains,in_all_chains,in_multiple_chains,display_name
pho hoa my thai,0,0,1,0,0,0,0,1,0,0,2,2,False,True,Pho Hoa / My Thai
jewel cafe,0,0,1,0,1,0,0,0,0,0,2,2,False,True,Jewel Cafe
kanzen sushi roll,0,0,0,0,0,0,0,2,0,0,2,1,False,False,KANZEN SUSHI ROLL
glorys ilocos empanada,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GLORY'S ILOCOS EMPANADA
pats putts,0,2,0,0,0,0,0,0,0,0,2,1,False,False,PAT'S PUTTS
gloria maris,0,0,0,0,1,1,0,0,0,0,2,2,False,True,Gloria Maris
reloading station,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Reloading Station
glass pp cellphone accessories,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GLASS PP CELLPHONE ACCESSORIES
remedy,0,1,0,0,1,0,0,0,0,0,2,2,False,True,REMEDY
remillys yema cake,0,0,0,0,0,0,0,2,0,0,2,1,False,False,REMILLYS YEMA CAKE
seafood pier,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SEAFOOD PIER
japan homes,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Japan Homes
seafood island,0,1,0,0,1,0,0,0,0,0,2,2,False,True,SEAFOOD ISLAND
executive optical (eo),0,0,0,0,0,0,2,0,0,0,2,1,False,False,EXECUTIVE OPTICAL (EO)
redds mango,0,0,0,0,0,0,2,0,0,0,2,1,False,False,REDD'S MANGO
sanbry,0,0,0,0,0,2,0,0,0,0,2,1,False,False,Sanbry
go lokal,0,0,1,0,0,0,1,0,0,0,2,2,False,True,Go Lokal
flaming franks,0,1,0,0,0,0,1,0,0,0,2,2,False,True,FLAMING FRANKS
recipes,0,2,0,0,0,0,0,0,0,0,2,1,False,False,RECIPES
red berry,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Red Berry
gongcha,0,0,0,0,0,0,1,1,0,0,2,2,False,True,GONGCHA
red bowl noodles bbq,0,0,0,0,0,0,0,2,0,0,2,1,False,False,RED BOWL NOODLES BBQ
everlast rings,0,0,0,0,0,0,0,2,0,0,2,1,False,False,EVERLAST RINGS
kare,0,0,0,0,0,0,1,1,0,0,2,2,False,True,KARE 9989557029
sen ryo,0,0,0,0,0,1,0,1,0,0,2,2,False,True,sen-ryo
golden press,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GOLDEN PRESS
party in the city,0,0,0,0,0,1,1,0,0,0,2,2,False,True,Party In The City
seiko showroom,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SEIKO SHOWROOM
red dot collective,0,0,0,0,0,0,2,0,0,0,2,1,False,False,RED DOT COLLECTIVE
k pop optical,0,0,0,0,0,0,1,1,0,0,2,2,False,True,K-Pop Optical
gadget multiverse,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GADGET MULTIVERSE
golden glow traditional thai massage and,0,2,0,0,0,0,0,0,0,0,2,1,False,False,GOLDEN GLOW TRADITIONAL THAI MASSAGE AND
paws around the town pet store,0,1,0,0,0,0,0,1,0,0,2,2,False,True,PAWS AROUND THE TOWN PET STORE
gadget phonecare,0,0,0,0,0,0,0,1,0,1,2,2,False,True,GADGET PHONECARE
pergasso,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PERGASSO
gold n diamond,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Gold N Diamond
gadget plus,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Gadget Plus
gold creation jewelry center,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GOLD CREATION JEWELRY CENTER
gadget shield,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GADGET SHIELD
party studio,0,0,0,0,1,1,0,0,0,0,2,2,False,True,Party Studio
segunda mana,0,2,0,0,0,0,0,0,0,0,2,1,False,False,SEGUNDA MANA
gadget station,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Gadget Station
rolex lucerne,0,2,0,0,0,0,0,0,0,0,2,1,False,False,ROLEX-LUCERNE
phone center,0,0,1,0,0,0,1,0,0,0,2,2,False,True,Phone Center
go salads,0,0,0,0,2,0,0,0,0,0,2,1,False,False,Go Salads
gadgetlab service center,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GADGETLAB SERVICE CENTER
japan homes centre,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Japan Homes Centre
gameone tech store,0,2,0,0,0,0,0,0,0,0,2,1,False,False,GAMEONE TECH STORE
eye society,0,0,0,0,0,0,0,2,0,0,2,1,False,False,EYE SOCIETY
eye sports center by ideal vision center,0,0,0,0,0,0,0,2,0,0,2,1,False,False,EYE SPORTS CENTER BY IDEAL VISION CENTER
jbl acoustical space,0,0,0,0,0,0,0,2,0,0,2,1,False,False,JBL ACOUSTICAL SPACE
jbl dare to listen,0,0,0,0,0,0,0,2,0,0,2,1,False,False,JBL DARE TO LISTEN
screen protexzone,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SCREEN PROTEXZONE
gear up,0,2,0,0,0,0,0,0,0,0,2,1,False,False,GEAR UP
jbl store,0,0,0,0,0,0,2,0,0,0,2,1,False,False,JBL STORE
scouts honor,0,0,0,0,1,0,1,0,0,0,2,2,False,True,Scout's Honor
rg optical,0,0,0,0,0,0,1,1,0,0,2,2,False,True,RG Optical
patchi,0,1,0,0,0,0,1,0,0,0,2,2,False,True,PATCHI
fantasy amuse,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Fantasy Amuse
gerrys restaurant and bar,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GERRYS RESTAURANT AND BAR
jelly g,0,2,0,0,0,0,0,0,0,0,2,1,False,False,JELLY G
jcs music,0,0,0,0,0,0,2,0,0,0,2,1,False,False,JCS Music
geotime fusion,0,0,0,0,0,0,1,0,1,0,2,2,False,True,Geotime Fusion
kamicos,0,0,0,0,0,1,1,0,0,0,2,2,False,True,Kamicos
george and onnies,0,0,0,0,0,1,1,0,0,0,2,2,False,True,George and Onnie's
scenteur essentials,0,0,1,0,0,0,1,0,0,0,2,2,False,True,Scenteur Essentials
passport foods,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PASSPORT FOODS
george,0,2,0,0,0,0,0,0,0,0,2,1,False,False,GEORGE
gelato filipino,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GELATO FILIPINO
geo time fusion,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GEO TIME FUSION
kalidades house of flowers,0,0,0,0,0,0,0,2,0,0,2,1,False,False,KALIDADES HOUSE OF FLOWERS
faian gold,0,0,0,0,0,0,0,0,0,2,2,1,False,False,Faian Gold
fairy floss,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FAIRY FLOSS
petshop ph,0,1,1,0,0,0,0,0,0,0,2,2,False,True,PETSHOP.PH
pastel baby,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Pastel Baby
fairyland,0,0,0,0,0,0,1,1,0,0,2,2,False,True,FAIRYLAND
gemline,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GEMLINE
gems and gold by heidi,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GEMS AND GOLD BY HEIDI
ricky reyes hair clinic,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Ricky Reyes Hair Clinic
fantech,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FANTECH
f shang,0,0,0,0,0,0,0,2,0,0,2,1,False,False,F SHANG
ritas,0,0,0,0,2,0,0,0,0,0,2,1,False,False,Rita's
roadhouse cafe,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ROADHOUSE CAFE
kandila essentials,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Kandila Essentials
gameplace mobile,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GAMEPLACE MOBILE
giz hub,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GIZ HUB
sea choice,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Sea Choice
giwa korean grill dine,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GIWA KOREAN GRILL DINE
repair master gadget center,0,0,0,0,0,0,0,2,0,0,2,1,False,False,REPAIR MASTER GADGET CENTER
eyecrafts,0,0,0,0,1,0,1,0,0,0,2,2,False,True,Eyecrafts
philsys,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Philsys (TEMPORARILY CLOSED)
giordano ladies,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Giordano Ladies
jaslime,0,0,0,0,0,0,0,2,0,0,2,1,False,False,JASLIME
kamiseta skin clinic,0,2,0,0,0,0,0,0,0,0,2,1,False,False,KAMISETA SKIN CLINIC
gioielli,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GIOIELLI
pet zoofari,0,1,0,0,0,0,0,1,0,0,2,2,False,True,PET ZOOFARI
petal avenue,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PETAL AVENUE
reviva luxury garment care,0,0,0,0,0,0,1,1,0,0,2,2,False,True,REVIVA LUXURY GARMENT CARE
rme salon,0,0,0,0,0,0,0,2,0,0,2,1,False,False,RME SALON
gintell,0,0,0,0,0,0,1,1,0,0,2,2,False,True,GINTELL
jems barber shop,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Jem's Barber Shop (OPEN)
jay js inasal & restaurant,0,0,0,0,0,0,0,0,2,0,2,1,False,False,JAY-J'S INASAL & RESTAURANT
scribe writing essentials,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SCRIBE WRITING ESSENTIALS
giligans island restaurant and bar,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GILIGANS ISLAND RESTAURANT AND BAR
philippine national bank,0,0,0,0,0,0,1,0,1,0,2,2,False,True,PHILIPPINE NATIONAL BANK
jems barber salon,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Jem's Barber Salon
retrosweets,0,2,0,0,0,0,0,0,0,0,2,1,False,False,RETROSWEETS
rizal commercial banking corporation,0,2,0,0,0,0,0,0,0,0,2,1,False,False,RIZAL COMMERCIAL BANKING CORPORATION
ritas italian ice,0,0,1,0,1,0,0,0,0,0,2,2,False,True,Rita’s Italian Ice
ezra,0,0,0,0,0,0,1,1,0,0,2,2,False,True,EZRA
ezstep,0,0,0,0,0,0,0,2,0,0,2,1,False,False,EZSTEP
j tech,0,2,0,0,0,0,0,0,0,0,2,1,False,False,J-TECH
realme mobile phone & accessories,0,2,0,0,0,0,0,0,0,0,2,1,False,False,REALME MOBILE PHONE & ACCESSORIES
photoline pro,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PHOTOLINE PRO
kee wah bakery,0,0,0,0,0,0,1,1,0,0,2,2,False,True,KEE WAH BAKERY
eo active eyewear,0,2,0,0,0,0,0,0,0,0,2,1,False,False,EO ACTIVE EYEWEAR
hairscape ph,0,1,0,0,0,0,1,0,0,0,2,2,False,True,HAIRSCAPE.PH
haircutters de legazpi city,0,0,0,0,0,0,0,2,0,0,2,1,False,False,HAIRCUTTERS DE LEGAZPI CITY
just squeezed,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Just Squeezed
ipxpress,0,0,0,0,0,0,0,2,0,0,2,1,False,False,IPXPRESS
hainanese delights,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Hainanese Delights
frotea,0,0,0,0,0,0,1,1,0,0,2,2,False,True,FROTEA
r florete jewelry,0,0,0,0,0,0,2,0,0,0,2,1,False,False,R. Florete Jewelry
fiery style,0,0,0,0,1,0,1,0,0,0,2,2,False,True,Fiery Style
pios cotton candy,0,1,1,0,0,0,0,0,0,0,2,2,False,True,Pio’s Cotton Candy
eo kids,0,0,0,0,0,0,2,0,0,0,2,1,False,False,EO Kids
pinoy siopao,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Pinoy Siopao
hai sha,0,0,0,2,0,0,0,0,0,0,2,1,False,False,Hai-sha
fruitas de original jamaican pattie shop,0,2,0,0,0,0,0,0,0,0,2,1,False,False,FRUITAS / DE ORIGINAL JAMAICAN PATTIE SHOP
hafele,0,2,0,0,0,0,0,0,0,0,2,1,False,False,HAFELE
royal time legacy,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ROYAL TIME LEGACY
pinkberry,0,0,0,0,0,1,0,1,0,0,2,2,False,True,Pinkberry
pink parlour prestige,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Pink Parlour Prestige
h2o life source,0,0,0,0,2,0,0,0,0,0,2,1,False,False,H2O Life Source
paraynos empanada,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Parayno's Empanada
kenji tei,0,2,0,0,0,0,0,0,0,0,2,1,False,False,KENJI TEI
fhuxx mobile specialist,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FHUXX MOBILE SPECIALIST
sewing room & alterations specialist,0,2,0,0,0,0,0,0,0,0,2,1,False,False,THE SEWING ROOM & ALTERATIONS SPECIALIST
jv shop n shop,0,1,0,0,0,0,0,1,0,0,2,2,False,True,JV SHOP N’ SHOP
royal indian curry house,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Royal Indian Curry House
pink honey,1,0,0,0,0,0,1,0,0,0,2,2,False,True,PINK HONEY
iskrambolicious,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Iskrambolicious
island photo,0,1,0,0,1,0,0,0,0,0,2,2,False,True,ISLAND PHOTO
island souvenirs,0,1,0,0,0,0,1,0,0,0,2,2,False,True,ISLAND SOUVENIRS
eo,0,0,0,0,0,0,2,0,0,0,2,1,False,False,EO
pc central,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PC CENTRAL
shake n slurp,0,0,0,0,0,0,1,1,0,0,2,2,False,True,SHAKE N' SLURP
queens at bollywood,0,2,0,0,0,0,0,0,0,0,2,1,False,False,QUEENS AT BOLLYWOOD
hashi pan asian restaurant,0,0,0,0,1,1,0,0,0,0,2,2,False,True,Hashi Pan-Asian Restaurant
shawarma house,0,0,0,1,0,0,0,1,0,0,2,2,False,True,Shawarma House
rudy project,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Rudy Project
kettofage creation,0,0,0,0,0,0,0,2,0,0,2,1,False,False,KETTOFAGE CREATION
rtop cellphone accessories,0,0,0,0,0,0,0,2,0,0,2,1,False,False,RTOP CELLPHONE ACCESSORIES
fresh,0,0,0,0,0,0,2,0,0,0,2,1,False,False,FRESH
hard rock cafe,0,1,0,0,0,0,0,1,0,0,2,2,False,True,HARD ROCK CAFE
pks mobile,0,0,0,0,0,0,2,0,0,0,2,1,False,False,PKS Mobile
share tea,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Share Tea
quantum amusement corporation,0,0,0,0,0,0,0,0,2,0,2,1,False,False,QUANTUM AMUSEMENT CORPORATION
papubbit,0,0,0,1,1,0,0,0,0,0,2,2,False,True,Papubbit
queen mother salon,0,0,0,0,0,0,0,2,0,0,2,1,False,False,QUEEN MOTHER SALON
pizzulu,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Pizzulu
happy leaf milk tea place,0,0,0,0,0,0,0,2,0,0,2,1,False,False,HAPPY LEAF MILK TEA PLACE
fiesta favorite souvenir,0,0,0,0,2,0,0,0,0,0,2,1,False,False,Fiesta Favorite Souvenir
quicklean,0,0,0,0,2,0,0,0,0,0,2,1,False,False,Quicklean
freshaire salon,0,2,0,0,0,0,0,0,0,0,2,1,False,False,FRESHAIRE SALON
pizza planet,0,0,0,0,0,1,0,1,0,0,2,2,False,True,Pizza Planet
happilee korean kitchen,0,0,0,0,0,1,0,1,0,0,2,2,False,True,Happilee Korean Kitchen
hapchan,0,0,0,0,0,0,2,0,0,0,2,1,False,False,HAPCHAN
enchante nail spa,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ENCHANTE NAIL SPA
sandisk,0,0,0,0,0,0,0,2,0,0,2,1,False,False,Sandisk
fam friends wellness spa,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FAM FRIENDS WELLNESS SPA
hangout resto place,0,0,0,0,0,0,0,2,0,0,2,1,False,False,HANGOUT RESTO PLACE
energea,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ENERGEA
quikstop,0,0,0,0,0,0,2,0,0,0,2,1,False,False,QUIKSTOP 0923-903-0594
hanamaruken ramen,0,0,0,0,1,1,0,0,0,0,2,2,False,True,Hanamaruken Ramen
intogadgets,0,1,0,0,0,0,1,0,0,0,2,2,False,True,INTOGADGETS
rafabels cafe and patisserie,0,0,0,0,0,0,0,2,0,0,2,1,False,False,RAFABELS CAFE AND PATISSERIE
island tea company,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Island Tea Company
gorilla auto detail car wash,0,2,0,0,0,0,0,0,0,0,2,1,False,False,GORILLA AUTO DETAIL CAR WASH
gui,0,1,0,0,0,0,0,1,0,0,2,2,False,True,GUI
fun nation,0,0,0,0,0,0,1,0,0,1,2,2,False,True,Fun Nation
fun time,0,0,0,0,0,0,0,0,0,2,2,1,False,False,FUN TIME
its a small world kids play center,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ITS A SMALL WORLD KIDS PLAY CENTER
jlindeberg,0,0,0,0,0,0,0,2,0,0,2,1,False,False,JLINDEBERG
fundevmentals therapy center,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Fundevmentals Therapy Center
great image dear self,0,0,0,0,0,2,0,0,0,0,2,1,False,False,Great Image/Dear Self
seoul yummy,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Seoul Yummy
furniture republicsan yang home,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FURNITURE REPUBLICSAN-YANG HOME
iwatch,0,0,0,0,0,0,2,0,0,0,2,1,False,False,IWATCH
furry tails,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FURRY TAILS
graphic gadgets,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GRAPHIC GADGETS
sanyang,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Sanyang
grande maison,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GRANDE MAISON
g gadgets,0,0,0,0,0,0,0,2,0,0,2,1,False,False,G GADGETS
seoul samgyupsal,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SEOUL SAMGYUPSAL
rbrs gadget center,0,0,0,0,0,0,0,2,0,0,2,1,False,False,RBRS GADGET CENTER
rbx rice in a box,0,1,0,0,0,0,1,0,0,0,2,2,False,True,RBX RICE IN A BOX
ronnie joe,0,0,0,0,0,0,0,2,0,0,2,1,False,False,RONNIE JOE
rc perfume,0,0,1,0,0,0,0,1,0,0,2,2,False,True,Rc Perfume
kathnails,0,1,0,0,0,0,1,0,0,0,2,2,False,True,KATHNAILS
rc perfume collection,0,0,0,0,0,0,0,2,0,0,2,1,False,False,RC PERFUME COLLECTION
j co donuts & coffee,0,0,0,0,0,0,2,0,0,0,2,1,False,False,J. CO DONUTS & COFFEE
sentro 1771,0,1,0,0,0,1,0,0,0,0,2,2,False,True,SENTRO 1771
g&g,0,0,0,0,0,0,2,0,0,0,2,1,False,False,G&G
sarabia jewelry,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Sarabia Jewelry
j emmanuel pastries the house of pili,0,0,0,0,0,0,0,2,0,0,2,1,False,False,J EMMANUEL PASTRIES THE HOUSE OF PILI
katherines cafe,0,2,0,0,0,0,0,0,0,0,2,1,False,False,KATHERINE'S CAFE
jin joo korean grill,0,1,0,0,1,0,0,0,0,0,2,2,False,True,JIN JOO KOREAN GRILL
ready set relax massage & spa,0,0,1,0,0,0,1,0,0,0,2,2,False,True,Ready-set-relax Massage & Spa
k company,0,0,0,0,0,0,0,2,0,0,2,1,False,False,K COMPANY
seoulskin premier aesthetics,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SEOULSKIN PREMIER AESTHETICS
fely js kitchen,0,2,0,0,0,0,0,0,0,0,2,1,False,False,FELY J’S KITCHEN
fudge rock,0,2,0,0,0,0,0,0,0,0,2,1,False,False,FUDGE ROCK
sans rival,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Sans Rival 9234200285
issy,0,0,1,0,0,0,1,0,0,0,2,2,False,True,Issy
frying chicken,0,1,0,0,0,0,0,0,0,1,2,2,False,True,FRYING CHICKEN
guanzon,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Guanzon
santa barbara polo & racquet club,2,0,0,0,0,0,0,0,0,0,2,1,False,False,Santa Barbara Polo & Racquet Club
istudio,0,0,1,0,0,1,0,0,0,0,2,2,False,True,Istudio
esencia day spa,0,1,0,0,1,0,0,0,0,0,2,2,False,True,ESENCIA DAY SPA
istudio plus,0,0,0,0,1,0,1,0,0,0,2,2,False,True,IStudio Plus
istyle mobile accessories,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ISTYLE MOBILE ACCESSORIES
ramen daisho,0,0,0,0,0,0,1,1,0,0,2,2,False,True,RAMEN DAISHO
ramen dojo,0,1,0,0,0,0,0,1,0,0,2,2,False,True,RAMEN DOJO
pie express,0,0,1,0,0,0,0,1,0,0,2,2,False,True,Pie Express
gringo,0,1,1,0,0,0,0,0,0,0,2,2,False,True,GRINGO
jmc watch repair and key duplicate,0,0,0,0,0,0,0,2,0,0,2,1,False,False,JMC WATCH REPAIR AND KEY DUPLICATE
green kitchen,0,0,0,0,0,0,0,1,0,1,2,2,False,True,GREEN KITCHEN
ramen nagi tendon akimitsu,0,2,0,0,0,0,0,0,0,0,2,1,False,False,RAMEN NAGI / TENDON AKIMITSU
ramen sage,0,0,1,0,1,0,0,0,0,0,2,2,False,True,Ramen Sage
paris baguette,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PARIS BAGUETTE
itaewon,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ITAEWON
ramen young wasabi,0,0,1,0,0,0,1,0,0,0,2,2,False,True,Ramen Young Wasabi
fuji film digital imaging,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FUJI FILM DIGITAL IMAGING
santinos pizza,0,0,1,0,0,0,1,0,0,0,2,2,False,True,Santino’s Pizza
paris miki,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PARIS MIKI
perfect scoop,0,0,0,0,0,0,1,1,0,0,2,2,False,True,The Perfect Scoop 9956697833
fuji shin cellphone and accessories trading,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FUJI-SHIN CELLPHONE AND ACCESSORIES TRADING
picole,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Picole 0966 142 6389
greenkreations,0,0,0,0,0,0,0,2,0,0,2,1,False,False,GREENKREATIONS
fulcrum coffee,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Fulcrum Coffee
juans bistro,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Juan's Bistro
iconique,0,1,0,0,0,0,0,1,0,0,2,2,False,True,ICONIQUE
legazpi four seasons restaurant,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LEGAZPI FOUR SEASONS RESTAURANT
mars watch service center,0,1,0,0,0,0,0,1,0,0,2,2,False,True,MARS WATCH SERVICE CENTER
mr franks,0,0,0,0,2,0,0,0,0,0,2,1,False,False,Mr. Frank's
mr fried rice,0,0,0,0,0,0,2,0,0,0,2,1,False,False,MR. FRIED RICE
anta basketball,0,0,0,0,0,0,1,1,0,0,2,2,False,True,ANTA BASKETBALL
sweetblooms,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SWEETBLOOMS
boho dreams handcrafts,0,0,0,0,0,0,0,2,0,0,2,1,False,False,BOHO DREAMS HANDCRAFTS
sweetisan,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SWEETISAN
tori yamu japanese bbq,0,0,0,0,0,0,0,2,0,0,2,1,False,False,TORI YAMU JAPANESE BBQ
wellness plus,0,1,0,0,0,0,1,0,0,0,2,2,False,True,WELLNESS PLUS
mars watch,0,0,0,0,0,0,0,0,0,2,2,1,False,False,Mars Watch
swirls,0,0,0,0,0,0,2,0,0,0,2,1,False,False,SWIRLS
bom gosto,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Bom Gosto!
wellcare,0,0,0,0,0,0,0,0,0,2,2,1,False,False,Wellcare
swiss gear,0,1,0,0,0,0,0,1,0,0,2,2,False,True,SWISS GEAR
swisstech,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Swisstech
well point medical clinic and diagnostic center,0,0,0,0,0,0,0,2,0,0,2,1,False,False,WELL POINT MEDICAL CLINIC AND DIAGNOSTIC CENTER
switch,0,1,0,0,0,0,0,1,0,0,2,2,False,True,SWITCH
octagon computer superstore,1,0,0,0,0,0,1,0,0,0,2,2,False,True,Octagon Computer Superstore
baked puff ph,0,0,0,0,0,0,0,2,0,0,2,1,False,False,BAKED PUFF PH
symmetry lab parfums,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SYMMETRY LAB PARFUMS
megapixel,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Megapixel
sweet n fancy,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SWEET N' FANCY
odysseus wedding rings,1,0,0,0,1,0,0,0,0,0,2,2,False,True,Odysseus Wedding Rings
natys lechon,0,1,0,0,0,0,0,1,0,0,2,2,False,True,NATY'S LECHON
sweet kitchen house of desserts,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SWEET KITCHEN HOUSE OF DESSERTS
leonardos salon and barbers,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LEONARDOS SALON AND BARBERS
chinese beef noodles house,0,0,0,0,0,2,0,0,0,0,2,1,False,False,Chinese Beef Noodles House
mags,0,0,0,0,0,0,2,0,0,0,2,1,False,False,MAGS
chinabank atm,0,0,0,0,1,0,1,0,0,0,2,2,False,True,Chinabank ATM
memoexpress,0,0,0,0,0,1,1,0,0,0,2,2,False,True,Memoexpress
sushi box,0,0,0,0,0,0,0,1,0,1,2,2,False,True,THE SUSHI BOX
memo xpress,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Memo Xpress
white drip,0,0,0,0,0,0,0,2,0,0,2,1,False,False,THE WHITE DRIP
chimac chicken & beer,0,0,0,0,2,0,0,0,0,0,2,1,False,False,ChiMac Chicken & Beer
chikaan,0,1,0,0,0,0,1,0,0,0,2,2,False,True,CHIKAAN
chicken namnam,0,0,0,0,0,0,1,0,0,1,2,2,False,True,Chicken NamNam
animal wellness,0,0,0,0,1,0,1,0,0,0,2,2,False,True,Animal Wellness
balay ilocos,0,0,0,0,0,0,0,2,0,0,2,1,False,False,BALAY ILOCOS
chicken bacolod,0,2,0,0,0,0,0,0,0,0,2,1,False,False,CHICKEN BACOLOD
annie young,0,0,0,0,0,0,2,0,0,0,2,1,False,False,ANNIE YOUNG
chicha san chen,0,0,0,0,1,1,0,0,0,0,2,2,False,True,Chicha San Chen
chicago flame dog,0,0,0,0,1,0,1,0,0,0,2,2,False,True,Chicago Flame Dog
usams,0,0,0,0,0,0,1,1,0,0,2,2,False,True,USAMS
bodytech,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Bodytech
chef ala eh,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Chef Ala Eh
megacare medical services,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MEGACARE MEDICAL SERVICES
chins express,0,0,0,1,0,0,0,1,0,0,2,2,False,True,CHIN'S EXPRESS
takoyaki,0,0,1,0,0,0,1,0,0,0,2,2,False,True,Takoyaki
certified calm,0,1,0,0,0,0,0,1,0,0,2,2,False,True,CERTIFIED CALM
link plus,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LINK PLUS
lionesse beauty bar,0,0,1,0,0,0,1,0,0,0,2,2,False,True,Lionesse Beauty Bar
aqua best,0,0,0,0,2,0,0,0,0,0,2,1,False,False,Aqua Best
nba store,0,0,0,0,0,1,0,1,0,0,2,2,False,True,NBA Store
